latitude,longitude,species,H5N1,H5N2,H7N2,H7N8,timestamp,provenance,new_timestamp
47.097579,9.033825,Goose,,0,,0,12.08.6925,Livestock,12.08.2016
46.850605,9.64097,European Robin,0,,,,6.11.6447,Wild,6.11.2016
45.988552,9.148268,Duck,0,0,1,0,12.02.6494,Livestock,12.02.2016
46.960334,8.826969,Goose,0,1,0,0,16.06.6768,Livestock,16.06.2016
47.282562,8.478215,Chicken,0,0,1,0,30.04.6876,Livestock,30.04.2016
47.558507,9.197912,Blackbird,0,0,1,0,15.07.6461,Wild,15.07.2016
47.745989,7.661802,House Sparrow,,0,0,,8.02.6491,Wild,8.02.2016
46.248766,7.707454,House Sparrow,0,0,0,1,28.09.6443,Wild,28.09.2016
45.956237,8.771926,Goose,0,1,0,0,27.02.7277,Livestock,27.02.2017
46.748635,7.841319,Blackbird,0,0,1,0,6.06.7182,Wild,6.06.2017
46.895347,6.380604,Turkey,0,0,,0,28.12.6319,Livestock,28.12.2016
46.970185,7.46811,Turkey,,,0,,2.12.6793,Livestock,2.12.2016
46.731285,6.583429,Goose,0,1,0,0,22.03.6403,Livestock,22.03.2016
46.201667,6.852374,Blackbird,0,0,0,1,10.04.7353,Wild,10.04.2017
46.698322,6.49819,Chicken,0,0,1,0,6.04.6812,Livestock,6.04.2016
46.321545,7.663064,Duck,0,0,0,1,6.10.6308,Livestock,6.10.2016
46.630853,6.099265,Chicken,,0,,,11.04.6628,Livestock,11.04.2016
46.379409,8.026554,Chicken,1,0,0,0,28.09.6584,Livestock,28.09.2016
46.05498,7.610333,Eurasian Blue Tit,,0,,0,12.06.7303,Wild,12.06.2017
47.452277,6.802054,Eurasian Magpie,1,0,0,0,14.10.5986,Wild,14.10.2015
46.987757,6.113693,House Sparrow,,,,0,25.02.6362,Wild,25.02.2016
46.918884,7.702706,Blackbird,,0,0,0,4.12.6911,Wild,4.12.2016
47.106857,8.465141,Turkey,0,0,0,1,11.08.6315,Livestock,11.08.2016
46.693806,7.43845,European Robin,0,0,1,0,2.04.7347,Wild,2.04.2017
46.118601,9.313992,Chicken,0,0,0,1,31.12.6345,Livestock,31.12.2016
47.55272,9.057957,Barn Swallow,0,1,0,0,26.11.6344,Wild,26.11.2016
45.955018,5.984874,Chicken,0,0,1,0,1.06.6710,Livestock,1.06.2016
47.774563,8.989791,Goose,1,0,0,0,27.04.7411,Livestock,27.04.2017
47.212491,6.703873,Eurasian Magpie,,0,,,27.03.6009,Wild,27.03.2016
45.881747,7.497096,Turkey,,,,,16.02.6005,Livestock,16.02.2016
46.992231,9.346446,Goose,0,,0,0,1.06.6992,Livestock,1.06.2016
47.173143,8.710703,Turkey,0,0,,,20.03.6659,Livestock,20.03.2016
46.51642,5.979993,Turkey,0,,,0,20.10.7137,Livestock,20.10.2017
45.936149,6.341446,Common Chaffinch,1,0,0,0,25.07.6631,Wild,25.07.2016
46.83846,9.218803,Duck,0,0,0,1,1.05.6712,Livestock,1.05.2016
47.365638,8.21215,Goose,0,0,1,0,17.04.6562,Livestock,17.04.2016
45.982201,6.658117,Blackbird,0,0,1,0,24.01.6784,Wild,24.01.2016
46.619635,10.348964,European Robin,0,1,0,0,16.02.7409,Wild,16.02.2017
47.599035,7.930769,Eurasian Magpie,0,1,0,0,18.02.6123,Wild,18.02.2016
47.655596,6.899736,Common Chaffinch,1,0,0,0,30.10.6395,Wild,30.10.2016
46.672008,9.814371,Blackbird,0,0,1,0,8.01.6211,Wild,8.01.2016
46.006198,7.475089,Duck,0,0,,,16.06.6253,Livestock,16.06.2016
47.330891,9.792368,Great Tit,0,0,,,25.02.6690,Wild,25.02.2016
47.10766,8.107772,Great Tit,0,1,0,0,26.02.6995,Wild,26.02.2016
47.67731,8.38689,Common Chaffinch,,0,0,,18.05.6911,Wild,18.05.2016
46.320234,10.389028,Turkey,0,1,0,0,21.11.6387,Livestock,21.11.2016
45.908567,9.308955,House Sparrow,,0,0,,9.07.6199,Wild,9.07.2016
46.803938,9.615519,Eurasian Blue Tit,0,1,0,0,4.08.6381,Wild,4.08.2016
46.451551,9.099724,Duck,0,0,0,1,20.12.6267,Livestock,20.12.2016
46.381606,8.008132,Great Tit,1,0,0,0,24.12.6083,Wild,24.12.2016
45.931576,6.433792,Turkey,0,0,0,1,4.10.6869,Livestock,4.10.2016
46.730877,9.80928,Goose,0,0,0,1,10.03.6863,Livestock,10.03.2016
47.659261,10.167557,Duck,,,,0,14.12.6825,Livestock,14.12.2016
47.111787,6.632603,Turkey,0,0,,,23.05.6166,Livestock,23.05.2016
45.97114,10.385068,Goose,0,0,1,0,9.08.6010,Livestock,9.08.2016
47.044192,8.79537,Goose,1,0,0,0,9.09.6336,Livestock,9.09.2016
47.24197,6.054889,Turkey,0,1,0,0,13.04.7074,Livestock,13.04.2017
47.049766,6.131681,Goose,1,0,0,0,17.02.6356,Livestock,17.02.2016
46.944042,7.0943,Duck,0,0,0,1,14.09.7182,Livestock,14.09.2017
47.741007,8.659196,Duck,,0,,0,5.05.6387,Livestock,5.05.2016
46.214313,10.238503,Common Chaffinch,1,0,0,0,26.05.6566,Wild,26.05.2016
46.66511,6.445278,Goose,,0,,,18.12.7366,Livestock,18.12.2017
46.427576,9.313067,Chicken,,0,,,7.03.6299,Livestock,7.03.2016
46.555793,6.09147,Turkey,1,0,0,0,20.02.6218,Livestock,20.02.2016
47.136825,7.406572,Chicken,0,1,0,0,18.10.7042,Livestock,18.10.2017
46.883326,6.406153,Chicken,0,0,1,0,11.05.7328,Livestock,11.05.2017
47.050196,8.379969,Duck,0,0,1,0,20.12.6595,Livestock,20.12.2016
47.668477,10.448137,Common Chaffinch,,,0,0,25.09.6230,Wild,25.09.2016
46.537455,6.5067,Duck,0,0,0,1,18.06.7214,Livestock,18.06.2017
47.7913,7.176818,Turkey,0,1,0,0,10.08.6128,Livestock,10.08.2016
47.529206,7.798442,Duck,1,0,0,0,29.10.6044,Livestock,29.10.2016
46.858912,6.768882,Chicken,0,,0,,1.01.7330,Livestock,1.01.2017
47.28566,6.009885,Eurasian Magpie,0,0,1,0,15.03.6328,Wild,15.03.2016
46.015623,7.824419,Common Chaffinch,1,0,0,0,25.07.6421,Wild,25.07.2016
46.960605,8.960717,Chicken,0,1,0,0,4.04.7114,Livestock,4.04.2017
47.312472,7.209827,Chicken,0,0,0,1,23.10.7350,Livestock,23.10.2017
46.181171,6.458309,Duck,,,,0,16.01.7106,Livestock,16.01.2017
46.508911,7.118125,Turkey,1,0,0,0,14.12.6707,Livestock,14.12.2016
47.32179,9.366424,Duck,0,0,1,0,24.07.6818,Livestock,24.07.2016
46.184976,6.574723,Chicken,,,0,0,11.02.6914,Livestock,11.02.2016
46.513782,8.578268,Great Tit,0,,0,0,2.06.7156,Wild,2.06.2017
47.146772,6.491724,Goose,,,,0,31.05.6382,Livestock,31.05.2016
46.609176,6.433643,Barn Swallow,0,,0,,1.08.6660,Wild,1.08.2016
45.946258,7.339542,Turkey,1,0,0,0,4.12.6537,Livestock,4.12.2016
46.000469,7.13799,Chicken,0,0,0,1,15.10.6806,Livestock,15.10.2016
45.962077,5.979394,Turkey,0,1,0,0,6.06.6457,Livestock,6.06.2016
47.46559,7.19397,European Robin,0,0,1,0,20.07.6979,Wild,20.07.2016
46.55622,7.95102,Chicken,1,0,0,0,11.07.7324,Livestock,11.07.2017
45.861775,7.099142,European Robin,0,0,0,1,19.12.6126,Wild,19.12.2016
47.497439,10.372758,Eurasian Blue Tit,0,1,0,0,30.08.6025,Wild,30.08.2016
47.350665,8.938847,Blackbird,,,0,0,29.12.6250,Wild,29.12.2016
46.058886,7.082688,Duck,1,0,0,0,28.02.6037,Livestock,28.02.2016
46.903236,8.516356,Great Tit,,,0,,20.07.6979,Wild,20.07.2016
47.217174,9.319895,Chicken,,0,0,,7.03.7001,Livestock,7.03.2017
47.509535,7.442198,Turkey,1,0,0,0,15.06.6814,Livestock,15.06.2016
47.382827,6.264382,Blackbird,0,0,1,0,22.05.7101,Wild,22.05.2017
46.94585,10.032891,Barn Swallow,,,,,12.02.6681,Wild,12.02.2016
46.009242,6.730598,Blackbird,0,1,0,0,27.05.6379,Wild,27.05.2016
46.65763,7.456018,Turkey,0,0,0,0,24.02.6221,Livestock,24.02.2016
47.799284,6.410405,Barn Swallow,1,0,0,0,2.08.6450,Wild,2.08.2016
46.681946,10.287641,Duck,0,0,0,1,9.09.6710,Livestock,9.09.2016
47.028549,9.255619,Chicken,,0,,0,2.09.6589,Livestock,2.09.2016
45.832171,8.404207,Eurasian Magpie,1,0,0,0,15.01.6053,Wild,15.01.2016
47.087802,6.265452,Blackbird,0,0,0,1,8.08.6758,Wild,8.08.2016
47.467075,7.192251,Duck,0,0,1,0,3.01.7238,Livestock,3.01.2017
47.367748,8.563315,Duck,0,0,0,,14.04.6677,Livestock,14.04.2016
46.624595,10.44452,Barn Swallow,,0,0,0,22.04.6378,Wild,22.04.2016
46.046258,8.000354,Duck,0,,0,0,9.06.7044,Livestock,9.06.2017
46.71814,6.750272,Duck,,,0,0,16.06.6791,Livestock,16.06.2016
47.154027,7.593692,Great Tit,0,0,1,0,16.01.6873,Wild,16.01.2016
46.986682,8.834005,Turkey,1,0,0,0,26.10.6743,Livestock,26.10.2016
47.443329,9.163721,Goose,0,0,1,0,22.06.6000,Livestock,22.06.2016
47.431773,7.823514,Chicken,0,0,0,1,8.08.6758,Livestock,8.08.2016
47.465781,9.002809,House Sparrow,0,,,,18.03.7079,Wild,18.03.2017
47.405782,6.443512,Great Tit,0,0,1,0,10.09.6641,Wild,10.09.2016
47.162453,8.411664,Chicken,1,0,0,0,15.05.6347,Livestock,15.05.2016
47.596901,6.250606,Turkey,0,0,0,1,15.02.6051,Livestock,15.02.2016
47.676575,8.185274,Blackbird,0,0,0,1,26.09.5997,Wild,26.09.2015
46.584649,10.268517,Chicken,0,1,0,0,9.07.6878,Livestock,9.07.2016
47.269239,10.071628,Chicken,,,0,0,6.03.5994,Livestock,6.03.2015
46.778073,9.203288,Chicken,0,1,0,0,3.04.6786,Livestock,3.04.2016
46.658784,9.75619,Common Chaffinch,0,0,1,0,25.07.6257,Wild,25.07.2016
46.759799,10.150741,Duck,0,0,0,1,2.04.6317,Livestock,2.04.2016
46.64258,9.417059,House Sparrow,0,0,1,0,31.07.6496,Wild,31.07.2016
47.485451,8.586481,Common Chaffinch,0,0,0,0,6.09.7294,Wild,6.09.2017
47.393975,6.332843,Turkey,0,0,0,1,22.03.6544,Livestock,22.03.2016
46.580622,6.634951,Barn Swallow,0,0,0,1,26.04.7106,Wild,26.04.2017
46.603711,6.170362,Chicken,1,0,0,0,12.10.6570,Livestock,12.10.2016
47.638202,6.577711,Eurasian Magpie,,0,0,0,24.01.6246,Wild,24.01.2016
46.750946,6.428907,House Sparrow,0,1,0,0,3.05.6784,Wild,3.05.2016
46.202913,6.823012,Chicken,0,0,0,1,3.07.7318,Livestock,3.07.2017
46.052778,9.295353,Chicken,,0,0,0,23.08.7026,Livestock,23.08.2017
47.461246,6.936483,Chicken,0,,,,19.03.6518,Livestock,19.03.2016
46.934895,9.748174,Turkey,0,,0,0,21.03.6941,Livestock,21.03.2016
46.942613,8.810116,Chicken,,,,0,2.03.6506,Livestock,2.03.2016
46.538897,8.216842,Chicken,1,0,0,0,27.09.6981,Livestock,27.09.2016
46.829199,9.641602,European Robin,0,0,1,0,13.10.6173,Wild,13.10.2016
47.765066,6.752155,House Sparrow,0,0,0,1,15.03.6469,Wild,15.03.2016
46.211208,6.963522,Common Chaffinch,0,0,1,0,11.02.7101,Wild,11.02.2017
47.226388,6.547183,Blackbird,0,,,,28.07.6096,Wild,28.07.2016
46.593621,7.453504,Chicken,0,0,1,0,24.03.6662,Livestock,24.03.2016
46.754687,7.531715,Eurasian Blue Tit,,0,0,0,30.11.6862,Wild,30.11.2016
47.560135,9.838534,House Sparrow,0,0,1,0,11.08.7276,Wild,11.08.2017
46.284657,8.319873,Duck,0,0,0,0,25.04.6053,Livestock,25.04.2016
45.849343,9.511189,Duck,0,,,0,1.10.6656,Livestock,1.10.2016
46.683617,9.947733,Blackbird,,0,,,13.08.7230,Wild,13.08.2017
47.746697,8.077683,European Robin,1,0,0,0,10.08.6151,Wild,10.08.2016
47.557347,7.41108,Chicken,0,0,1,0,1.08.6660,Livestock,1.08.2016
46.662932,7.398806,Blackbird,0,1,0,0,11.06.6109,Wild,11.06.2016
45.965703,6.141922,Turkey,1,0,0,0,26.01.7043,Livestock,26.01.2017
45.90098,9.835552,Barn Swallow,0,1,0,0,10.02.6258,Wild,10.02.2016
46.969544,9.485387,Eurasian Magpie,0,0,1,0,28.01.6951,Wild,28.01.2016
46.984923,8.549191,Barn Swallow,1,0,0,0,8.02.6701,Wild,8.02.2016
47.443501,7.381189,Eurasian Magpie,0,0,1,0,21.09.6555,Wild,21.09.2016
46.996956,8.101676,Eurasian Magpie,,,,0,14.09.7018,Wild,14.09.2017
47.657934,6.550723,Eurasian Magpie,0,0,0,1,19.07.5972,Wild,19.07.2015
46.079084,10.402621,Eurasian Magpie,0,0,1,0,6.01.7146,Wild,6.01.2017
46.265232,6.220414,European Robin,0,0,0,0,13.09.6362,Wild,13.09.2016
46.046097,6.280357,Eurasian Blue Tit,,0,0,,18.06.6161,Wild,18.06.2016
46.518676,6.941704,Great Tit,0,,0,,31.01.6321,Wild,31.01.2016
47.637659,8.566149,Turkey,1,0,0,0,3.05.6597,Livestock,3.05.2016
45.878622,10.175851,Goose,0,0,1,0,18.05.6724,Livestock,18.05.2016
46.722559,8.298147,European Robin,0,0,1,0,14.11.6289,Wild,14.11.2016
47.34041,6.072419,Barn Swallow,0,0,1,0,1.04.6714,Wild,1.04.2016
46.710224,6.612231,Blackbird,0,0,0,1,8.10.6239,Wild,8.10.2016
46.794381,8.88287,Eurasian Blue Tit,,0,,0,11.07.6458,Wild,11.07.2016
47.105842,9.549565,Blackbird,0,0,0,1,3.04.7278,Wild,3.04.2017
47.420954,9.310121,Barn Swallow,0,,,,25.01.7066,Wild,25.01.2017
46.608532,6.77242,Barn Swallow,0,0,1,0,5.03.7398,Wild,5.03.2017
45.868689,8.694473,Goose,0,0,0,1,6.03.6345,Livestock,6.03.2016
46.231277,6.025085,Turkey,0,1,0,0,17.09.7067,Livestock,17.09.2017
45.970196,8.0938,Goose,0,1,0,0,22.10.6156,Livestock,22.10.2016
46.842558,6.013691,Duck,1,0,0,0,29.03.6432,Livestock,29.03.2016
47.799513,6.044162,Goose,1,0,0,0,22.03.6380,Livestock,22.03.2016
45.893166,10.243726,Duck,0,,0,0,19.03.6003,Livestock,19.03.2016
47.29337,7.888613,Goose,1,0,0,0,3.03.6788,Livestock,3.03.2016
46.379782,9.949525,European Robin,0,0,1,0,23.05.7196,Wild,23.05.2017
46.881862,9.586584,Duck,0,0,1,0,25.03.6967,Livestock,25.03.2016
46.904379,6.087689,Eurasian Magpie,0,0,1,0,15.07.6133,Wild,15.07.2016
47.68561,8.100177,Goose,0,1,0,0,27.04.6522,Livestock,27.04.2016
46.706072,8.744244,House Sparrow,0,1,0,0,13.10.6875,Wild,13.10.2016
45.849432,9.552435,Goose,1,0,0,0,12.04.7143,Livestock,12.04.2017
46.021237,6.930467,Common Chaffinch,0,1,0,0,10.07.6363,Wild,10.07.2016
45.821605,7.531141,Chicken,0,0,0,1,29.02.6880,Livestock,29.02.2016
46.755237,8.870877,Common Chaffinch,0,0,0,1,14.04.7192,Wild,14.04.2017
47.119443,10.48998,Great Tit,0,,0,0,26.03.6406,Wild,26.03.2016
45.830987,9.396894,Eurasian Magpie,0,0,1,0,17.11.7063,Wild,17.11.2017
47.285753,7.867627,Turkey,0,1,0,0,6.10.7010,Livestock,6.10.2017
47.678095,8.841252,Common Chaffinch,0,0,,,26.07.6890,Wild,26.07.2016
46.269246,8.100908,Eurasian Blue Tit,,0,,,9.02.6140,Wild,9.02.2016
46.674268,7.29447,Great Tit,,0,,,28.01.6577,Wild,28.01.2016
46.273448,8.472524,Turkey,1,0,0,0,17.01.7037,Livestock,17.01.2017
46.76108,7.681306,Blackbird,0,1,0,0,13.06.6368,Wild,13.06.2016
46.277406,6.526867,European Robin,0,1,0,0,20.04.6306,Wild,20.04.2016
45.832752,7.061351,Blackbird,0,0,0,1,31.08.6353,Wild,31.08.2016
45.928641,8.452726,Eurasian Blue Tit,0,1,0,0,11.10.6593,Wild,11.10.2016
47.055414,6.085634,Goose,1,0,0,0,17.01.7388,Livestock,17.01.2017
47.502793,7.731975,Barn Swallow,0,1,0,0,13.03.6607,Wild,13.03.2016
47.371574,8.211377,European Robin,0,0,0,1,14.08.6154,Wild,14.08.2016
45.839426,10.056707,European Robin,0,1,0,0,10.03.6676,Wild,10.03.2016
45.890206,8.95112,Eurasian Magpie,0,1,0,0,29.08.6422,Wild,29.08.2016
47.508933,8.743522,Goose,0,1,0,0,17.12.6733,Livestock,17.12.2016
46.780904,9.939012,Turkey,0,0,0,1,1.11.6444,Livestock,1.11.2016
45.821175,6.439526,Duck,1,0,0,0,2.11.6303,Livestock,2.11.2016
46.516829,10.420399,Duck,0,0,0,1,10.10.6124,Livestock,10.10.2016
47.263994,7.707634,European Robin,0,0,,,7.02.7075,Wild,7.02.2017
46.257863,9.351021,Eurasian Blue Tit,0,1,0,0,7.03.7329,Wild,7.03.2017
47.081658,6.19933,Great Tit,0,0,0,,10.03.6863,Wild,10.03.2016
46.223945,7.83799,Blackbird,0,1,0,0,26.09.7378,Wild,26.09.2017
46.109025,6.081408,Eurasian Blue Tit,0,1,0,0,26.09.6207,Wild,26.09.2016
47.106197,6.347455,Common Chaffinch,0,0,0,1,16.05.6091,Wild,16.05.2016
45.927609,8.352306,Chicken,,,0,,27.04.7411,Livestock,27.04.2017
45.980103,7.272789,Chicken,1,0,0,0,22.02.7297,Livestock,22.02.2017
46.772082,7.427941,Eurasian Blue Tit,0,0,,0,25.10.7258,Wild,25.10.2017
46.346676,9.450415,Common Chaffinch,0,0,0,1,18.02.7340,Wild,18.02.2017
45.981123,8.875047,Barn Swallow,,0,0,0,20.01.6571,Wild,20.01.2016
46.129058,8.192555,Goose,0,0,1,0,30.04.7250,Livestock,30.04.2017
47.566757,6.365337,Duck,0,1,0,0,28.04.6991,Livestock,28.04.2016
46.107611,7.091522,Duck,1,0,0,0,29.01.6226,Livestock,29.01.2016
45.845317,7.43264,Blackbird,1,0,0,0,1.04.6504,Wild,1.04.2016
47.440734,9.462991,Goose,0,0,0,1,24.11.6764,Livestock,24.11.2016
47.208706,8.669419,Eurasian Blue Tit,1,0,0,0,8.03.7096,Wild,8.03.2017
47.09498,9.950255,Turkey,0,0,1,0,10.12.6120,Livestock,10.12.2016
47.16501,7.994886,Duck,0,0,0,1,2.09.6612,Livestock,2.09.2016
46.899006,7.977556,Great Tit,0,0,1,0,18.06.6840,Wild,18.06.2016
46.819268,6.905507,House Sparrow,1,0,0,0,15.12.6592,Wild,15.12.2016
45.831915,6.286635,Turkey,,0,0,,28.02.6060,Livestock,28.02.2016
47.528224,7.222061,Turkey,0,0,0,1,10.06.7021,Livestock,10.06.2017
46.759396,6.417435,Chicken,0,0,0,0,2.09.6425,Livestock,2.09.2016
46.051056,6.053636,Common Chaffinch,,0,0,,23.04.7034,Wild,23.04.2017
46.944339,10.415093,Turkey,0,0,0,1,5.01.6818,Livestock,5.01.2016
47.391857,8.782894,Great Tit,0,1,0,0,30.08.6868,Wild,30.08.2016
46.558995,8.31308,Eurasian Magpie,0,1,0,0,21.10.7114,Wild,21.10.2017
46.644025,9.84035,European Robin,0,0,1,0,25.02.7205,Wild,25.02.2017
46.407359,7.005632,Blackbird,0,1,0,0,16.02.6005,Wild,16.02.2016
46.271197,7.981421,Eurasian Magpie,0,,,0,14.12.6146,Wild,14.12.2016
47.017963,10.202293,Duck,1,0,0,0,1.05.7368,Livestock,1.05.2017
47.243294,7.335079,Duck,,0,,,25.10.7258,Livestock,25.10.2017
47.258311,6.738663,Chicken,0,1,0,0,31.08.7196,Livestock,31.08.2017
46.199217,10.403129,Duck,0,1,0,0,1.10.6469,Livestock,1.10.2016
46.796884,6.219626,Eurasian Blue Tit,0,0,0,1,7.11.6611,Wild,7.11.2016
46.529312,9.558443,Goose,,0,0,0,7.07.6596,Livestock,7.07.2016
47.527977,9.274677,European Robin,,,0,,2.10.7007,Wild,2.10.2017
47.0881,9.72497,House Sparrow,1,0,0,0,5.03.7421,Wild,5.03.2017
46.396881,8.737724,Turkey,0,1,0,0,19.06.6325,Livestock,19.06.2016
47.11665,7.984592,Turkey,,,0,,5.04.7209,Livestock,5.04.2017
45.966942,9.342733,European Robin,0,0,,,9.12.7196,Wild,9.12.2017
47.753193,9.592663,Eurasian Blue Tit,0,1,0,0,22.03.6380,Wild,22.03.2016
46.742009,9.990084,Great Tit,0,1,0,0,10.12.6658,Wild,10.12.2016
46.247498,8.505999,Turkey,0,0,0,1,9.03.7424,Livestock,9.03.2017
46.763974,9.151453,Common Chaffinch,,,,0,26.04.6755,Wild,26.04.2016
46.4582,10.190199,Chicken,0,1,0,0,1.12.6324,Livestock,1.12.2016
47.778,6.743787,Eurasian Blue Tit,0,0,1,0,6.09.7294,Wild,6.09.2017
46.922515,6.730447,Chicken,1,0,0,0,12.09.6385,Livestock,12.09.2016
47.136541,7.273342,Duck,0,0,0,1,29.10.6418,Livestock,29.10.2016
46.282666,8.815016,Chicken,,0,0,,20.12.6595,Livestock,20.12.2016
46.816533,6.496281,Turkey,0,,0,0,30.10.6864,Livestock,30.10.2016
46.564439,9.511947,Chicken,0,1,0,0,10.07.6363,Livestock,10.07.2016
45.893052,7.1333,Goose,1,0,0,0,11.10.6967,Livestock,11.10.2016
47.614654,6.024901,Eurasian Magpie,0,1,0,0,9.09.6336,Wild,9.09.2016
46.016146,9.325883,Common Chaffinch,0,0,1,0,12.02.6540,Wild,12.02.2016
47.649636,7.686766,Goose,0,0,1,0,17.12.6031,Livestock,17.12.2016
46.941877,7.742074,Turkey,0,0,0,1,7.01.7241,Livestock,7.01.2017
46.529411,6.098477,House Sparrow,0,0,1,0,14.03.6374,Wild,14.03.2016
47.247618,7.317245,Goose,1,0,0,0,9.08.6853,Livestock,9.08.2016
46.050098,7.287407,Common Chaffinch,,0,0,0,7.04.6064,Wild,7.04.2016
46.582386,6.385792,House Sparrow,1,0,0,0,5.10.7361,Wild,5.10.2017
46.596897,10.303863,Eurasian Magpie,0,0,0,1,24.07.6093,Wild,24.07.2016
47.332539,6.334286,Turkey,0,1,0,0,16.10.7275,Livestock,16.10.2017
47.298657,7.876386,Blackbird,,0,,0,22.01.6712,Wild,22.01.2016
46.091867,6.48711,Barn Swallow,0,0,0,1,26.01.6692,Wild,26.01.2016
47.378817,10.489051,Great Tit,,,0,0,12.11.6381,Wild,12.11.2016
47.742395,6.40177,Chicken,,0,,,4.12.6373,Livestock,4.12.2016
46.50532,6.209652,Turkey,0,1,0,0,18.08.6367,Livestock,18.08.2016
47.02072,8.472868,Chicken,0,0,1,0,25.01.6738,Livestock,25.01.2016
47.492146,6.065743,Eurasian Blue Tit,1,0,0,0,28.07.7336,Wild,28.07.2017
46.712076,8.134035,Duck,1,0,0,0,18.09.7185,Livestock,18.09.2017
46.822282,10.180381,Duck,0,1,0,0,20.05.6655,Livestock,20.05.2016
46.930731,7.427228,Goose,,,0,,16.01.6217,Livestock,16.01.2016
46.282809,9.574694,Goose,0,1,0,0,21.01.6220,Livestock,21.01.2016
45.843752,8.586812,Chicken,0,0,1,0,3.10.6938,Livestock,3.10.2016
46.23292,9.029678,European Robin,0,0,0,,19.12.7297,Wild,19.12.2017
47.391482,6.712435,Eurasian Magpie,1,0,0,0,14.11.6663,Wild,14.11.2016
46.774159,8.181902,Barn Swallow,1,0,0,0,26.08.6747,Wild,26.08.2016
46.635317,8.614942,Chicken,0,1,0,0,30.07.7244,Livestock,30.07.2017
46.185902,6.598158,Blackbird,0,1,0,0,13.09.6854,Wild,13.09.2016
46.431442,7.347074,House Sparrow,0,0,1,0,13.03.7076,Wild,13.03.2017
47.739358,9.137287,European Robin,1,0,0,0,25.02.7392,Wild,25.02.2017
46.6649,7.216038,Chicken,,0,0,,17.10.6550,Livestock,17.10.2016
46.793729,10.356887,European Robin,0,0,1,0,25.04.6896,Wild,25.04.2016
46.709146,6.361404,Eurasian Magpie,1,0,0,0,4.03.7303,Wild,4.03.2017
46.237354,8.948599,Goose,1,0,0,0,26.08.7380,Livestock,26.08.2017
47.527391,8.959553,Eurasian Blue Tit,0,0,0,1,4.02.6137,Wild,4.02.2016
46.226329,10.479651,Great Tit,,,0,,30.09.7404,Wild,30.09.2017
47.101425,10.447337,Blackbird,0,1,0,0,27.05.6379,Wild,27.05.2016
47.269166,10.112004,Duck,1,0,0,0,30.11.7423,Livestock,30.11.2017
47.289664,10.484999,European Robin,0,1,0,0,23.09.5971,Wild,23.09.2015
47.79843,8.884452,Eurasian Magpie,0,0,0,1,2.08.6076,Wild,2.08.2016
45.968425,6.622028,Common Chaffinch,,0,0,0,12.11.7106,Wild,12.11.2017
45.829829,7.212842,House Sparrow,0,0,0,,4.11.6867,Wild,4.11.2016
46.353014,8.391539,Blackbird,1,0,0,0,22.05.7429,Wild,22.05.2017
46.485137,7.150379,Chicken,0,1,0,0,17.11.7040,Livestock,17.11.2017
46.607433,6.49161,Barn Swallow,0,1,0,0,4.07.6055,Wild,4.07.2016
47.679905,9.765254,Turkey,0,0,1,0,23.07.5998,Livestock,23.07.2015
47.675573,10.015234,Goose,0,0,1,0,29.07.6634,Livestock,29.07.2016
45.877216,8.643179,Eurasian Blue Tit,,0,,,25.01.7112,Wild,25.01.2017
46.533761,8.364491,European Robin,1,0,0,0,30.10.7238,Wild,30.10.2017
46.260431,7.359329,Goose,0,0,0,,8.09.6008,Livestock,8.09.2016
46.419515,10.011244,Duck,0,1,0,0,2.09.6307,Livestock,2.09.2016
47.632059,9.30963,Barn Swallow,0,1,0,0,10.07.6504,Wild,10.07.2016
46.114972,8.2014,Turkey,0,0,0,1,22.11.6154,Livestock,22.11.2016
46.852065,8.029424,Chicken,0,1,0,0,25.02.7415,Livestock,25.02.2017
47.244365,6.886457,Common Chaffinch,0,1,0,0,19.08.5970,Wild,19.08.2015
45.955121,9.650696,Chicken,0,0,0,1,30.09.6374,Livestock,30.09.2016
47.013226,7.537043,Turkey,0,0,1,0,29.08.6609,Livestock,29.08.2016
47.725523,7.675847,Great Tit,1,0,0,0,26.04.7106,Wild,26.04.2017
47.147305,7.51215,Duck,1,0,0,0,25.02.7205,Livestock,25.02.2017
46.785661,7.689212,House Sparrow,0,0,0,1,9.01.6470,Wild,9.01.2016
46.145005,9.553686,Common Chaffinch,0,0,1,0,20.11.6059,Wild,20.11.2016
46.666836,10.00509,Barn Swallow,0,0,1,0,22.04.7385,Wild,22.04.2017
46.969905,6.994611,Eurasian Magpie,1,0,0,0,8.01.6211,Wild,8.01.2016
47.093621,7.240285,Goose,0,1,0,0,29.05.6287,Livestock,29.05.2016
47.721777,8.237672,Eurasian Blue Tit,0,,0,0,9.09.7038,Wild,9.09.2017
47.122181,6.32882,Blackbird,0,0,0,1,11.12.6261,Wild,11.12.2016
46.697952,8.214874,Goose,,0,,0,5.06.7369,Livestock,5.06.2017
46.460531,7.049389,Common Chaffinch,0,,,0,12.11.6545,Wild,12.11.2016
47.384458,6.026754,Barn Swallow,0,,,,21.03.7128,Wild,21.03.2017
46.504474,8.021839,Barn Swallow,1,0,0,0,9.02.6655,Wild,9.02.2016
46.340318,9.005754,Turkey,0,0,,0,7.12.6609,Livestock,7.12.2016
46.393759,8.712598,Common Chaffinch,0,1,0,0,1.01.6277,Wild,1.01.2016
46.905398,9.520885,House Sparrow,0,1,0,0,24.07.6116,Wild,24.07.2016
